worker_id,site_id,first_name,last_name,role,department,employment_type,start_date
768,4,David,Park,Processing Plant Operator,Drill & Blast,Full-time,2017-04-14
769,4,Andrea,Clark,Drill & Blast Technician,Engineering,Contractor,2023-02-07
770,4,Amy,Hart,Maintenance Technician,Maintenance,FIFO,2021-11-19
771,4,Stacy,Smith,Electrical Engineer,Maintenance,Contractor,2016-10-20
772,4,Diana,Peterson,Maintenance Technician,Logistics,Full-time,2024-07-13
773,4,Patrick,Buckley,Electrical Engineer,Engineering,Full-time,2026-01-02
774,4,Christopher,Scott,Haul Truck Operator,Maintenance,Contractor,2017-10-10
775,4,Teresa,Garcia,Safety Officer,Engineering,Full-time,2020-08-12
776,4,Michael,Mckenzie,Electrical Engineer,Mining Operations,Full-time,2021-06-27
777,4,Kevin,Barajas,Surface Operator,Maintenance,FIFO,2017-05-15
778,4,Erin,Bond,Shift Supervisor,Processing,FIFO,2018-06-05
779,4,Paula,Ramirez,Underground Miner,Processing,Full-time,2021-07-16
780,4,Cheyenne,Washington,Shift Supervisor,Engineering,Full-time,2024-03-24
781,4,Joel,Long,Electrical Engineer,Processing,Contractor,2024-04-15
782,4,Mary,Fletcher,Geologist,Mining Operations,Full-time,2024-12-28
783,4,Kyle,Evans,Electrical Engineer,Logistics,Full-time,2020-11-05
784,4,Derrick,Chen,Surface Operator,Safety & Environment,Full-time,2020-06-19
785,4,Melissa,Underwood,Safety Officer,Logistics,Contractor,2025-12-12
786,4,Nicholas,Cohen,Maintenance Technician,Logistics,Full-time,2022-06-29
787,4,Melissa,Wright,Maintenance Technician,Processing,Contractor,2018-11-23
788,4,Tiffany,Solomon,Haul Truck Operator,Maintenance,Full-time,2020-04-27
789,4,Veronica,Solis,Shift Supervisor,Logistics,FIFO,2023-08-20
790,4,Kayla,Solomon,Electrical Engineer,Safety & Environment,Contractor,2023-03-17
791,4,Allison,Reynolds,Shift Supervisor,Engineering,Contractor,2025-10-29
792,4,Diamond,Warren,Haul Truck Operator,Engineering,Full-time,2025-08-04
793,4,Nancy,Logan,Geologist,Engineering,Contractor,2020-06-05
794,4,William,Schmitt,Processing Plant Operator,Safety & Environment,Contractor,2020-04-25
795,4,Marc,Smith,Electrical Engineer,Mining Operations,FIFO,2018-05-03
796,4,Monica,Kelley,Surface Operator,Mining Operations,FIFO,2024-02-18
797,4,Megan,Richardson,Processing Plant Operator,Maintenance,Contractor,2016-12-31
798,4,Ryan,Ramirez,Drill & Blast Technician,Maintenance,Full-time,2024-09-05
799,4,Lauren,Oconnell,Processing Plant Operator,Safety & Environment,Full-time,2021-08-02
800,4,Michael,Bryan,Haul Truck Operator,Logistics,Contractor,2022-02-15
801,4,Samantha,Green,Surface Operator,Drill & Blast,Full-time,2025-12-20
802,4,Nathaniel,Perry,Underground Miner,Safety & Environment,Full-time,2023-12-15
803,5,Juan,Beasley,Shift Supervisor,Drill & Blast,Full-time,2017-01-07
804,5,Tiffany,Bowman,Shift Supervisor,Logistics,FIFO,2019-10-14
805,5,April,Collins,Underground Miner,Safety & Environment,Full-time,2019-05-26
806,5,Matthew,Short,Underground Miner,Logistics,Full-time,2017-08-16
807,5,Melissa,Brown,Surface Operator,Mining Operations,Full-time,2019-08-29
808,5,Paul,Edwards,Surface Operator,Drill & Blast,FIFO,2021-11-09
809,5,Matthew,Phillips,Surface Operator,Safety & Environment,Full-time,2019-12-12
810,5,Cody,Warner,Safety Officer,Maintenance,Contractor,2019-04-08
811,5,John,Chavez,Safety Officer,Processing,FIFO,2023-10-26
812,5,Jaime,Castaneda,Safety Officer,Safety & Environment,FIFO,2020-03-21
813,5,Ronald,Oconnor,Safety Officer,Safety & Environment,Full-time,2022-12-17
814,5,Michael,Kennedy,Processing Plant Operator,Maintenance,Contractor,2026-05-10
815,5,Thomas,Hall,Electrical Engineer,Mining Operations,Full-time,2020-04-13
816,5,Kevin,Garcia,Processing Plant Operator,Safety & Environment,Contractor,2021-04-16
817,5,Michelle,Miller,Haul Truck Operator,Engineering,Full-time,2017-03-08
818,5,Patricia,Nicholson,Underground Miner,Processing,Full-time,2022-04-06
819,5,Tina,Silva,Processing Plant Operator,Safety & Environment,Contractor,2026-04-24
820,5,Gavin,Fields,Haul Truck Operator,Maintenance,Full-time,2022-03-15
821,5,Valerie,Bennett,Drill & Blast Technician,Processing,Full-time,2017-11-12
822,5,Danielle,Kelley,Surface Operator,Mining Operations,FIFO,2025-11-15
823,5,Philip,Tate,Safety Officer,Drill & Blast,Contractor,2022-10-16
824,5,Ricky,Smith,Underground Miner,Maintenance,Full-time,2019-09-21
825,5,Brooke,Reeves,Surface Operator,Drill & Blast,Full-time,2024-03-11
826,5,Jesse,Daniels,Geologist,Logistics,Contractor,2021-11-12
827,5,Marcus,Jenkins,Underground Miner,Maintenance,Contractor,2019-11-22
828,5,Samantha,Fox,Safety Officer,Safety & Environment,Full-time,2017-03-28
829,5,Kiara,Young,Haul Truck Operator,Engineering,FIFO,2019-05-03
830,5,Emily,Hamilton,Underground Miner,Maintenance,Contractor,2025-01-01
831,5,Kimberly,Williams,Maintenance Technician,Maintenance,FIFO,2025-07-04
832,5,Laura,Kaufman,Geologist,Processing,Contractor,2020-06-17
833,5,Corey,Rogers,Electrical Engineer,Maintenance,Full-time,2020-03-23
834,5,Cynthia,Reed,Drill & Blast Technician,Logistics,Contractor,2018-09-23
835,5,Gabrielle,Dickerson,Safety Officer,Processing,Full-time,2022-01-14
836,5,Amy,Garrett,Processing Plant Operator,Drill & Blast,FIFO,2016-10-16
837,5,Heather,Campbell,Drill & Blast Technician,Logistics,Contractor,2026-01-15
838,5,Susan,Avery,Processing Plant Operator,Safety & Environment,Full-time,2022-04-28
839,5,Brian,Powell,Electrical Engineer,Logistics,Contractor,2024-03-03
840,5,Julie,Wolf,Processing Plant Operator,Processing,Contractor,2020-12-07
841,5,Brian,Smith,Safety Officer,Maintenance,Full-time,2017-02-11
842,5,Michelle,Lang,Drill & Blast Technician,Engineering,Contractor,2025-02-10
843,5,William,Miller,Haul Truck Operator,Engineering,Full-time,2021-01-10
844,5,Heather,Sanders,Drill & Blast Technician,Engineering,Full-time,2026-05-03
845,5,Lisa,Richardson,Underground Miner,Drill & Blast,Full-time,2023-12-19
846,5,Marc,Meyer,Safety Officer,Drill & Blast,Contractor,2024-01-07
847,5,Brian,Moore,Safety Officer,Maintenance,Full-time,2024-03-27
848,5,Daniel,Mcdonald,Electrical Engineer,Logistics,Full-time,2018-08-18
849,5,Ryan,Smith,Shift Supervisor,Engineering,Full-time,2022-01-21
850,5,Kimberly,Lowe,Processing Plant Operator,Logistics,FIFO,2018-06-20
851,5,Jessica,Turner,Underground Miner,Processing,Full-time,2024-07-18
852,5,Stacey,Castillo,Geologist,Drill & Blast,Full-time,2025-12-07
853,5,Troy,Jackson,Surface Operator,Maintenance,FIFO,2020-07-23
854,5,Theresa,Ortiz,Geologist,Logistics,Contractor,2021-07-11
855,5,Brady,Patterson,Haul Truck Operator,Safety & Environment,Full-time,2022-05-14
856,5,Rebecca,Jones,Electrical Engineer,Processing,FIFO,2021-01-06
857,5,Peter,Harris,Underground Miner,Maintenance,FIFO,2021-12-03
858,5,Jonathan,Weiss,Surface Operator,Logistics,FIFO,2024-05-16
859,5,Ian,Armstrong,Shift Supervisor,Maintenance,Contractor,2016-09-10
860,5,Kimberly,Daniels,Haul Truck Operator,Safety & Environment,FIFO,2019-04-27
861,5,Christopher,Hernandez,Processing Plant Operator,Processing,Contractor,2025-11-24
862,5,Tricia,Perez,Safety Officer,Safety & Environment,Contractor,2023-10-11
863,5,Troy,Bates,Electrical Engineer,Processing,Full-time,2021-03-27
864,5,Jeffrey,Thompson,Processing Plant Operator,Safety & Environment,Full-time,2024-08-15
865,5,Justin,Stephens,Shift Supervisor,Engineering,FIFO,2026-04-19
866,5,Norma,Mendez,Haul Truck Operator,Processing,Full-time,2019-02-19
867,5,Paul,Cole,Underground Miner,Drill & Blast,FIFO,2018-01-12
868,5,Daniel,Hooper,Drill & Blast Technician,Mining Operations,Full-time,2023-07-21
869,5,Shannon,Davis,Geologist,Drill & Blast,Contractor,2019-12-09
870,5,Toni,Gross,Maintenance Technician,Maintenance,Full-time,2016-09-08
871,5,Jon,Lane,Haul Truck Operator,Safety & Environment,Contractor,2025-10-17
872,5,Thomas,Hughes,Haul Truck Operator,Safety & Environment,Contractor,2017-12-11
873,5,Michael,Reed,Electrical Engineer,Processing,Contractor,2016-10-01
874,5,Wayne,Jones,Shift Supervisor,Logistics,Contractor,2021-03-22
875,5,Heather,Bauer,Shift Supervisor,Safety & Environment,Full-time,2025-03-08
876,5,Kevin,Dominguez,Electrical Engineer,Maintenance,Full-time,2017-10-24
877,5,Paul,Kim,Processing Plant Operator,Safety & Environment,Full-time,2025-07-12
878,5,Gregory,Ford,Processing Plant Operator,Logistics,FIFO,2026-03-23
879,5,Scott,Goodwin,Processing Plant Operator,Mining Operations,FIFO,2025-12-12
880,5,Stephanie,Garrett,Surface Operator,Engineering,Contractor,2019-01-10
881,5,Rebecca,Marquez,Underground Miner,Safety & Environment,Full-time,2025-08-17
882,5,Cassie,Fowler,Haul Truck Operator,Mining Operations,Contractor,2022-01-23
883,5,Kathleen,Forbes,Underground Miner,Maintenance,Contractor,2019-12-10
884,5,Sarah,Floyd,Electrical Engineer,Mining Operations,Contractor,2025-11-15
885,5,Gerald,Snyder,Geologist,Safety & Environment,Contractor,2021-06-09
886,5,Ernest,Gonzalez,Underground Miner,Mining Operations,Contractor,2017-06-13
887,5,Beth,Mcdaniel,Safety Officer,Mining Operations,Full-time,2022-01-23
888,5,Alexandra,Koch,Maintenance Technician,Drill & Blast,FIFO,2019-02-22
889,5,Michael,Wang,Underground Miner,Drill & Blast,FIFO,2023-08-01
890,5,Nicholas,Meyer,Safety Officer,Engineering,FIFO,2020-07-12
891,5,Madison,Petersen,Drill & Blast Technician,Mining Operations,FIFO,2025-12-18
892,5,Patrick,Lopez,Processing Plant Operator,Maintenance,Full-time,2026-01-20
893,5,Brandon,Gutierrez,Geologist,Drill & Blast,Full-time,2025-04-04
894,5,Scott,Wiley,Electrical Engineer,Processing,Contractor,2019-09-04
895,5,Daniel,Walker,Surface Operator,Processing,FIFO,2016-07-23
896,5,David,Palmer,Shift Supervisor,Drill & Blast,Full-time,2020-01-27
897,5,Brittany,Morgan,Haul Truck Operator,Processing,Contractor,2023-11-11
898,5,Benjamin,Moreno,Surface Operator,Logistics,FIFO,2024-07-24
899,5,Troy,Brown,Underground Miner,Mining Operations,Full-time,2025-09-20
900,5,Tracy,Chen,Safety Officer,Drill & Blast,Full-time,2020-08-08
901,5,Diana,Garcia,Underground Miner,Logistics,Full-time,2019-05-09
902,5,Ariana,Evans,Shift Supervisor,Engineering,Full-time,2019-05-06
903,5,Benjamin,Williams,Electrical Engineer,Drill & Blast,FIFO,2023-03-03
904,5,Daniel,Hamilton,Surface Operator,Drill & Blast,FIFO,2020-01-07
905,5,Laura,Dawson,Haul Truck Operator,Maintenance,FIFO,2019-04-08
906,5,Katherine,Hernandez,Geologist,Safety & Environment,Full-time,2024-11-12
907,5,David,Gray,Surface Operator,Logistics,FIFO,2024-09-04
908,5,Jessica,Thompson,Processing Plant Operator,Drill & Blast,Contractor,2025-04-30
909,5,Kristi,Lopez,Drill & Blast Technician,Engineering,Full-time,2020-03-13
910,5,Ryan,Fernandez,Haul Truck Operator,Drill & Blast,Full-time,2018-09-23
911,5,Mark,Miller,Safety Officer,Mining Operations,Full-time,2017-11-02
912,5,Devin,Hardy,Geologist,Maintenance,Contractor,2025-06-26
913,5,Nancy,Jones,Safety Officer,Logistics,FIFO,2025-11-24
914,5,Shannon,Hull,Electrical Engineer,Safety & Environment,Contractor,2020-04-06
915,5,Christina,Russell,Drill & Blast Technician,Engineering,FIFO,2021-02-14
916,5,Sheena,Cox,Surface Operator,Drill & Blast,Contractor,2017-12-27
917,5,Jon,Guzman,Electrical Engineer,Mining Operations,Full-time,2017-03-20
918,5,Aaron,Wright,Haul Truck Operator,Engineering,Full-time,2018-04-22
919,5,Andrea,Lee,Geologist,Engineering,Contractor,2018-09-13
920,5,Priscilla,Roberts,Geologist,Safety & Environment,FIFO,2024-07-05
921,5,Stephen,Brown,Electrical Engineer,Mining Operations,Contractor,2020-11-29
922,5,Samuel,Villa,Shift Supervisor,Safety & Environment,Full-time,2020-09-26
923,5,Bridget,Newman,Processing Plant Operator,Safety & Environment,Full-time,2022-08-04
924,5,Paula,Marshall,Geologist,Logistics,Full-time,2025-02-21
925,5,Mark,Webster,Geologist,Processing,Contractor,2025-08-08
926,5,Katrina,Alvarez,Surface Operator,Mining Operations,Full-time,2021-05-28
927,5,David,Salinas,Safety Officer,Logistics,Contractor,2017-02-26
928,5,Beth,Williams,Drill & Blast Technician,Logistics,Full-time,2022-07-14
929,5,Jessica,Church,Electrical Engineer,Mining Operations,Full-time,2018-07-18
930,5,Nancy,Brown,Maintenance Technician,Safety & Environment,Full-time,2018-08-13
931,5,Angelica,Valdez,Maintenance Technician,Mining Operations,Full-time,2022-10-14
932,5,Seth,Burgess,Drill & Blast Technician,Safety & Environment,Full-time,2023-03-28
933,5,Kristen,Jones,Processing Plant Operator,Drill & Blast,Full-time,2024-12-06
934,5,Dylan,Khan,Underground Miner,Mining Operations,Full-time,2019-06-11
935,5,Christina,Dunn,Surface Operator,Drill & Blast,Contractor,2017-06-21
936,5,Brandi,Hernandez,Electrical Engineer,Engineering,Full-time,2019-06-16
937,5,James,Armstrong,Maintenance Technician,Safety & Environment,Full-time,2016-07-20
938,5,Traci,Sharp,Surface Operator,Logistics,FIFO,2023-03-23
939,5,Carolyn,Klein,Haul Truck Operator,Drill & Blast,Contractor,2026-05-03
940,5,Kimberly,Miller,Safety Officer,Maintenance,Full-time,2023-10-20
941,5,Willie,Hartman,Maintenance Technician,Processing,Full-time,2023-11-10
942,5,Rebecca,Wells,Surface Operator,Maintenance,Full-time,2020-02-26
943,5,Kristen,Wells,Safety Officer,Processing,Full-time,2025-04-11
944,5,Phillip,Clark,Surface Operator,Processing,Full-time,2026-04-19
945,5,Justin,Torres,Haul Truck Operator,Logistics,Contractor,2023-08-16
946,5,Elizabeth,Johnson,Geologist,Drill & Blast,Full-time,2021-11-24
947,5,Arthur,Hicks,Surface Operator,Maintenance,Full-time,2017-08-13
948,5,Donald,Roberts,Safety Officer,Processing,FIFO,2025-11-01
949,5,Jessica,Phillips,Safety Officer,Engineering,FIFO,2021-07-29
950,5,Briana,Willis,Shift Supervisor,Processing,Full-time,2023-01-08
951,5,Michael,Oneill,Geologist,Maintenance,Full-time,2023-11-13
952,5,Breanna,Williams,Geologist,Logistics,Full-time,2021-02-05
953,5,Tiffany,Roman,Electrical Engineer,Maintenance,FIFO,2024-06-24
954,5,Michael,Shields,Electrical Engineer,Processing,Contractor,2019-12-21
955,5,Cindy,Garcia,Shift Supervisor,Drill & Blast,Contractor,2025-01-16
956,5,Courtney,Soto,Electrical Engineer,Safety & Environment,Full-time,2025-09-05
957,5,Nicole,Robinson,Safety Officer,Processing,Full-time,2022-08-11
958,5,William,Brock,Geologist,Maintenance,Contractor,2023-06-08
959,5,Nicholas,Jones,Processing Plant Operator,Maintenance,Contractor,2024-06-13
960,5,David,Duncan,Processing Plant Operator,Mining Operations,FIFO,2021-08-29
961,5,Cynthia,Coleman,Shift Supervisor,Logistics,Full-time,2021-05-18
962,5,Casey,Perez,Maintenance Technician,Engineering,Contractor,2021-01-21
963,5,Jeffrey,Sanchez,Safety Officer,Logistics,Full-time,2023-04-03
964,5,Amy,Ellison,Maintenance Technician,Maintenance,Full-time,2017-12-27
965,5,Jean,Bush,Drill & Blast Technician,Logistics,Full-time,2025-04-29
966,5,Willie,Gonzalez,Safety Officer,Mining Operations,Full-time,2022-11-08
967,5,Debbie,Singleton,Geologist,Safety & Environment,Contractor,2020-08-05
968,5,Matthew,Bass,Processing Plant Operator,Drill & Blast,FIFO,2025-07-16
969,5,Crystal,Torres,Safety Officer,Drill & Blast,Full-time,2025-05-09
970,5,Gail,Gonzalez,Electrical Engineer,Logistics,FIFO,2024-02-27
971,5,Michael,Ferguson,Processing Plant Operator,Drill & Blast,Contractor,2023-05-16
972,5,Laura,Carlson,Surface Operator,Mining Operations,Contractor,2018-09-12
973,5,Jared,Snow,Electrical Engineer,Maintenance,Contractor,2021-03-30
974,5,Amber,Lee,Underground Miner,Drill & Blast,FIFO,2024-01-07
975,5,Brian,Johnson,Safety Officer,Engineering,Full-time,2019-12-14
976,5,Mary,Chen,Safety Officer,Mining Operations,Full-time,2022-06-26
977,5,David,Long,Maintenance Technician,Maintenance,Contractor,2025-11-26
978,5,Amber,Martinez,Processing Plant Operator,Drill & Blast,Contractor,2024-07-15
979,5,Laura,Matthews,Geologist,Maintenance,Full-time,2026-04-27
980,5,Kristen,Bruce,Safety Officer,Safety & Environment,Contractor,2023-01-22
981,5,Nicholas,Martinez,Geologist,Logistics,Contractor,2019-02-08
982,5,Angel,Macias,Electrical Engineer,Mining Operations,Full-time,2016-11-27
983,5,Leslie,Shea,Maintenance Technician,Safety & Environment,FIFO,2019-04-19
984,5,Gary,Ramirez,Surface Operator,Mining Operations,FIFO,2019-12-23
985,5,Paula,Osborne,Drill & Blast Technician,Processing,Full-time,2025-05-24
986,5,Veronica,Burke,Shift Supervisor,Engineering,Full-time,2018-03-25
987,5,Wesley,Douglas,Shift Supervisor,Processing,Full-time,2023-07-06
988,5,Kelly,Thompson,Shift Supervisor,Logistics,Contractor,2022-03-19
989,6,Carrie,Dixon,Surface Operator,Processing,Full-time,2017-04-24
990,6,Kristin,Chung,Surface Operator,Mining Operations,FIFO,2017-12-18
991,6,Michael,Terry,Surface Operator,Logistics,FIFO,2023-04-05
992,6,Gregory,Williams,Haul Truck Operator,Drill & Blast,Full-time,2017-02-14
993,6,Yesenia,Carter,Drill & Blast Technician,Processing,Contractor,2022-09-14
994,6,Brittany,Phillips,Shift Supervisor,Maintenance,Contractor,2024-07-27
995,6,Michael,Wilson,Drill & Blast Technician,Maintenance,Contractor,2018-07-27
996,6,William,Fox,Safety Officer,Safety & Environment,Full-time,2022-07-03
997,6,Christopher,Ramos,Geologist,Maintenance,Full-time,2020-02-03
998,6,Nicole,Odom,Safety Officer,Safety & Environment,Full-time,2017-06-30
999,6,Michael,Lewis,Haul Truck Operator,Maintenance,Full-time,2020-03-09
1000,6,Susan,Mason,Surface Operator,Drill & Blast,Full-time,2019-07-18
1001,6,Jeffery,Prince,Processing Plant Operator,Maintenance,Full-time,2024-06-30
1002,6,Lacey,Wallace,Haul Truck Operator,Safety & Environment,Full-time,2017-11-03
1003,6,Timothy,Johnson,Shift Supervisor,Drill & Blast,FIFO,2025-06-21
1004,6,Daniel,Conley,Electrical Engineer,Drill & Blast,Full-time,2019-12-16
1005,6,Melissa,Owens,Safety Officer,Drill & Blast,Full-time,2025-01-29
1006,6,Joshua,Barrera,Electrical Engineer,Engineering,Full-time,2024-11-10
1007,6,Rebecca,Mejia,Drill & Blast Technician,Engineering,Contractor,2016-10-27
1008,6,Tracy,Foster,Maintenance Technician,Drill & Blast,Contractor,2019-09-01
1009,6,Beth,Anderson,Drill & Blast Technician,Processing,Full-time,2020-12-17
1010,6,Isaiah,Williams,Maintenance Technician,Mining Operations,Full-time,2021-01-24
1011,6,Sandra,Flowers,Drill & Blast Technician,Drill & Blast,Full-time,2022-03-01
1012,6,Lauren,White,Geologist,Maintenance,Contractor,2019-01-08
1013,6,Luis,Vang,Safety Officer,Maintenance,Full-time,2020-12-01
1014,6,Mark,Mays,Processing Plant Operator,Logistics,FIFO,2020-05-08
1015,6,Karen,Flowers,Drill & Blast Technician,Drill & Blast,Full-time,2025-08-11
1016,6,Robert,Hayes,Maintenance Technician,Maintenance,Full-time,2019-04-12
1017,6,Gregory,Murray,Shift Supervisor,Drill & Blast,Full-time,2018-06-30
1018,6,Steven,Jennings,Electrical Engineer,Mining Operations,Full-time,2023-07-30
1019,6,Tara,Reyes,Haul Truck Operator,Engineering,Full-time,2020-07-21
1020,6,John,Peterson,Processing Plant Operator,Drill & Blast,Contractor,2025-07-25
1021,6,Cody,Bryant,Safety Officer,Logistics,Full-time,2021-10-31
1022,6,Cassandra,Brown,Shift Supervisor,Safety & Environment,Full-time,2024-11-06
1023,6,Timothy,Klein,Geologist,Mining Operations,Contractor,2025-06-17
1024,6,Charles,Crawford,Haul Truck Operator,Processing,Full-time,2019-07-23
1025,6,Jennifer,Martinez,Haul Truck Operator,Drill & Blast,Full-time,2019-12-05
1026,6,Tammy,Hunter,Shift Supervisor,Drill & Blast,Contractor,2026-05-25
1027,6,William,Torres,Shift Supervisor,Drill & Blast,Contractor,2025-09-18
1028,6,Rachel,Miller,Geologist,Mining Operations,Full-time,2018-08-06
1029,6,Alan,Howard,Processing Plant Operator,Engineering,FIFO,2022-02-24
1030,6,Steven,Johnson,Processing Plant Operator,Engineering,Contractor,2018-05-07
1031,6,Dustin,Gutierrez,Shift Supervisor,Drill & Blast,Full-time,2022-08-11
1032,6,Christopher,Hartman,Safety Officer,Mining Operations,Contractor,2019-11-07
1033,6,Haley,Brown,Haul Truck Operator,Processing,FIFO,2017-11-18
1034,6,Crystal,Hanson,Underground Miner,Safety & Environment,Full-time,2023-07-29
1035,6,Adam,Calhoun,Surface Operator,Safety & Environment,FIFO,2026-05-19
1036,6,Joseph,Allen,Surface Operator,Engineering,FIFO,2024-07-05
1037,6,Edward,Moore,Haul Truck Operator,Engineering,Contractor,2017-10-31
1038,6,Jenna,Galloway,Electrical Engineer,Engineering,Contractor,2021-12-29
1039,6,Debra,Schaefer,Safety Officer,Maintenance,Contractor,2021-09-25
1040,6,Paula,Robles,Haul Truck Operator,Engineering,Full-time,2018-05-26
1041,6,Jasmine,Bell,Underground Miner,Drill & Blast,Full-time,2025-08-08
1042,6,Thomas,Bishop,Maintenance Technician,Drill & Blast,Contractor,2020-03-20
1043,6,Melissa,Park,Electrical Engineer,Logistics,Full-time,2021-12-30
1044,6,Laura,Ortiz,Geologist,Processing,FIFO,2018-10-27
1045,6,Ryan,Hanson,Processing Plant Operator,Logistics,FIFO,2025-02-04
1046,6,Robert,Wilson,Drill & Blast Technician,Engineering,Contractor,2023-07-14
1047,6,Logan,Roy,Underground Miner,Processing,FIFO,2022-08-19
1048,6,Madison,Thomas,Drill & Blast Technician,Logistics,FIFO,2017-08-02
1049,6,Ronald,Lee,Haul Truck Operator,Maintenance,Contractor,2023-11-07
1050,6,Zachary,Taylor,Haul Truck Operator,Engineering,FIFO,2016-11-26
1051,6,Dylan,Camacho,Safety Officer,Safety & Environment,Full-time,2022-05-13
1052,6,James,Porter,Maintenance Technician,Logistics,Full-time,2021-10-26
1053,6,Nicole,Flores,Shift Supervisor,Mining Operations,Contractor,2017-09-22
1054,6,Jason,Hood,Surface Operator,Safety & Environment,Contractor,2021-12-03
1055,6,Jessica,Jenkins,Maintenance Technician,Logistics,FIFO,2018-06-30
1056,6,Andrew,Garrett,Electrical Engineer,Safety & Environment,FIFO,2018-02-07
1057,6,Tanya,Peterson,Electrical Engineer,Drill & Blast,Full-time,2019-01-03
1058,6,William,Savage,Surface Operator,Logistics,FIFO,2020-02-18
1059,6,Amy,Monroe,Electrical Engineer,Engineering,Full-time,2025-11-06
1060,6,Melissa,Wright,Processing Plant Operator,Safety & Environment,Full-time,2022-07-07
1061,6,James,Mathews,Safety Officer,Engineering,Full-time,2016-11-26
1062,6,Mark,Delgado,Maintenance Technician,Processing,FIFO,2022-03-10
1063,6,Cristina,Miller,Electrical Engineer,Drill & Blast,Contractor,2024-12-03
1064,6,Kristen,Klein,Geologist,Engineering,Full-time,2020-05-10
1065,6,Lindsay,Keller,Electrical Engineer,Logistics,Contractor,2020-07-31
1066,6,Keith,Robertson,Underground Miner,Mining Operations,Contractor,2020-02-21
1067,6,Helen,Clayton,Shift Supervisor,Mining Operations,Full-time,2021-05-14
1068,6,Jose,Barnes,Drill & Blast Technician,Safety & Environment,Full-time,2017-07-18
1069,6,Christine,Melton,Safety Officer,Maintenance,FIFO,2024-05-21
1070,6,Miguel,Smith,Drill & Blast Technician,Logistics,Full-time,2024-02-29
1071,6,Regina,Myers,Maintenance Technician,Mining Operations,Contractor,2024-10-07
1072,6,Andrew,Turner,Maintenance Technician,Mining Operations,Full-time,2017-05-23
1073,6,Daniel,Johnson,Drill & Blast Technician,Mining Operations,Full-time,2019-12-15
1074,6,Mariah,Young,Maintenance Technician,Logistics,Contractor,2021-04-29
1075,6,Michael,Christensen,Haul Truck Operator,Safety & Environment,Contractor,2020-06-10
1076,6,Jennifer,Conrad,Surface Operator,Mining Operations,Full-time,2025-12-26
1077,6,John,Nelson,Surface Operator,Maintenance,Contractor,2023-10-29
1078,6,Elizabeth,Sims,Processing Plant Operator,Logistics,Full-time,2023-01-20
1079,6,Lisa,Henderson,Underground Miner,Logistics,Full-time,2025-05-01
1080,6,Andrew,Russell,Surface Operator,Engineering,Full-time,2018-12-19
1081,6,Kelli,Carney,Drill & Blast Technician,Safety & Environment,Full-time,2018-06-08
1082,6,Brian,Snyder,Safety Officer,Mining Operations,Contractor,2019-05-04
1083,6,Shelby,Summers,Surface Operator,Mining Operations,Full-time,2025-09-09
1084,6,Laurie,Cortez,Maintenance Technician,Maintenance,Full-time,2020-05-11
1085,6,Kenneth,Anderson,Drill & Blast Technician,Logistics,FIFO,2018-03-31
1086,6,Rebecca,Leach,Drill & Blast Technician,Mining Operations,Contractor,2022-07-11
1087,6,Denise,Reyes,Underground Miner,Drill & Blast,Contractor,2024-05-25
1088,6,Melinda,Bray,Shift Supervisor,Processing,Contractor,2022-06-23
1089,6,Mary,Ware,Drill & Blast Technician,Safety & Environment,Contractor,2023-06-09
1090,6,Michelle,Lloyd,Shift Supervisor,Engineering,Full-time,2018-01-10
1091,6,Bryan,Bean,Surface Operator,Maintenance,Contractor,2019-06-17
1092,6,Kim,Long,Geologist,Logistics,Full-time,2018-01-23
1093,6,Christopher,Chen,Safety Officer,Processing,Contractor,2025-10-09
1094,6,Robert,Lawson,Haul Truck Operator,Processing,Contractor,2025-12-27
1095,6,Marissa,Gonzalez,Haul Truck Operator,Drill & Blast,Contractor,2020-03-27
1096,6,Joseph,Pennington,Geologist,Processing,Contractor,2017-06-28
1097,6,Evan,Browning,Underground Miner,Engineering,FIFO,2024-10-07
1098,6,Steven,Smith,Maintenance Technician,Maintenance,Contractor,2022-07-23
1099,6,George,Watkins,Processing Plant Operator,Maintenance,Contractor,2018-02-12
1100,6,Sierra,Mendoza,Maintenance Technician,Logistics,Full-time,2022-04-13
1101,6,Cathy,Black,Haul Truck Operator,Safety & Environment,Full-time,2024-11-10
1102,6,Christopher,Simon,Haul Truck Operator,Safety & Environment,Contractor,2020-11-14
1103,6,Julie,Kim,Surface Operator,Drill & Blast,FIFO,2020-01-14
1104,6,Jeremy,Burke,Underground Miner,Processing,FIFO,2018-06-08
1105,6,Joshua,Mcpherson,Drill & Blast Technician,Safety & Environment,FIFO,2017-07-14
1106,6,Matthew,Williams,Geologist,Safety & Environment,Full-time,2021-08-30
1107,6,Maureen,Stevens,Drill & Blast Technician,Engineering,Full-time,2018-11-20
1108,6,John,Munoz,Surface Operator,Mining Operations,Contractor,2020-01-02
1109,6,Adrienne,Castillo,Underground Miner,Processing,Full-time,2022-12-17
1110,6,James,Spencer,Underground Miner,Engineering,Full-time,2020-08-21
1111,6,Alan,Robinson,Maintenance Technician,Logistics,Contractor,2026-05-02
1112,6,Roberto,Jacobs,Safety Officer,Safety & Environment,Contractor,2020-08-02
1113,6,Daniel,Lynch,Surface Operator,Logistics,Contractor,2023-08-30
1114,6,Tabitha,Bryant,Geologist,Maintenance,Full-time,2022-03-02
